time_taken,is_correct,attempts,key_presses,backspace_presses,mouse_movements,actual,response
6540,1,1,8,0,"[{'x': 585, 'y': 252}, {'x': 581, 'y': 250}, {'x': 571, 'y': 247}, {'x': 557, 'y': 242}, {'x': 540, 'y': 237}, {'x': 518, 'y': 233}, {'x': 496, 'y': 229}, {'x': 470, 'y': 227}, {'x': 446, 'y': 227}, {'x': 423, 'y': 228}, {'x': 402, 'y': 229}, {'x': 386, 'y': 230}, {'x': 376, 'y': 231}, {'x': 370, 'y': 232}, {'x': 368, 'y': 232}, {'x': 368, 'y': 232}, {'x': 368, 'y': 236}, {'x': 369, 'y': 245}, {'x': 372, 'y': 257}, {'x': 376, 'y': 268}, {'x': 378, 'y': 275}, {'x': 380, 'y': 280}, {'x': 380, 'y': 281}]",2KBWX,2KBWX
7632,1,1,6,0,"[{'x': 436, 'y': 195}, {'x': 435, 'y': 195}, {'x': 433, 'y': 196}, {'x': 429, 'y': 199}, {'x': 421, 'y': 204}, {'x': 413, 'y': 210}, {'x': 405, 'y': 216}, {'x': 398, 'y': 221}, {'x': 393, 'y': 224}, {'x': 390, 'y': 226}, {'x': 389, 'y': 226}, {'x': 389, 'y': 226}, {'x': 389, 'y': 227}, {'x': 388, 'y': 235}, {'x': 387, 'y': 242}, {'x': 387, 'y': 248}, {'x': 388, 'y': 254}, {'x': 391, 'y': 261}, {'x': 395, 'y': 271}, {'x': 399, 'y': 279}, {'x': 401, 'y': 284}, {'x': 401, 'y': 286}, {'x': 401, 'y': 288}]",3sUp7,3sUp7
11295,1,1,10,1,"[{'x': 401, 'y': 288}, {'x': 401, 'y': 285}, {'x': 400, 'y': 278}, {'x': 399, 'y': 269}, {'x': 397, 'y': 264}, {'x': 394, 'y': 257}, {'x': 392, 'y': 250}, {'x': 391, 'y': 246}, {'x': 390, 'y': 242}, {'x': 390, 'y': 239}, {'x': 390, 'y': 238}, {'x': 390, 'y': 237}, {'x': 390, 'y': 238}, {'x': 390, 'y': 240}, {'x': 392, 'y': 246}, {'x': 393, 'y': 252}, {'x': 394, 'y': 256}, {'x': 394, 'y': 258}, {'x': 395, 'y': 261}, {'x': 397, 'y': 265}, {'x': 400, 'y': 269}, {'x': 403, 'y': 274}, {'x': 404, 'y': 277}, {'x': 403, 'y': 280}, {'x': 402, 'y': 281}, {'x': 401, 'y': 282}, {'x': 400, 'y': 282}]",2uJAD,2uJAD
8053,1,1,6,0,"[{'x': 407, 'y': 207}, {'x': 407, 'y': 208}, {'x': 405, 'y': 210}, {'x': 404, 'y': 213}, {'x': 403, 'y': 216}, {'x': 402, 'y': 218}, {'x': 402, 'y': 219}, {'x': 401, 'y': 220}, {'x': 401, 'y': 220}, {'x': 400, 'y': 221}, {'x': 400, 'y': 221}, {'x': 400, 'y': 222}, {'x': 400, 'y': 222}, {'x': 399, 'y': 221}, {'x': 399, 'y': 217}, {'x': 399, 'y': 215}, {'x': 399, 'y': 216}, {'x': 399, 'y': 216}, {'x': 399, 'y': 219}, {'x': 398, 'y': 222}, {'x': 398, 'y': 224}, {'x': 398, 'y': 226}, {'x': 398, 'y': 229}, {'x': 397, 'y': 236}, {'x': 395, 'y': 245}, {'x': 394, 'y': 254}, {'x': 393, 'y': 261}, {'x': 392, 'y': 264}, {'x': 392, 'y': 265}, {'x': 392, 'y': 266}, {'x': 392, 'y': 267}, {'x': 393, 'y': 270}, {'x': 393, 'y': 274}, {'x': 393, 'y': 277}, {'x': 394, 'y': 280}, {'x': 395, 'y': 282}, {'x': 396, 'y': 286}, {'x': 398, 'y': 290}, {'x': 400, 'y': 293}, {'x': 400, 'y': 295}]",4eYpp,4eYpp
7815,1,1,37,0,"[{'x': 395, 'y': 196}, {'x': 395, 'y': 197}, {'x': 395, 'y': 199}, {'x': 395, 'y': 202}, {'x': 395, 'y': 206}, {'x': 396, 'y': 210}, {'x': 396, 'y': 212}, {'x': 395, 'y': 213}, {'x': 395, 'y': 215}, {'x': 395, 'y': 215}, {'x': 395, 'y': 216}, {'x': 395, 'y': 220}, {'x': 396, 'y': 229}, {'x': 398, 'y': 243}, {'x': 399, 'y': 257}, {'x': 400, 'y': 268}, {'x': 398, 'y': 276}, {'x': 397, 'y': 281}, {'x': 396, 'y': 283}, {'x': 396, 'y': 285}, {'x': 397, 'y': 289}, {'x': 397, 'y': 291}, {'x': 397, 'y': 293}, {'x': 397, 'y': 293}, {'x': 397, 'y': 293}]",5A7Mi,5A7Mi
8684,1,1,6,0,"[{'x': 451, 'y': 210}, {'x': 450, 'y': 210}, {'x': 449, 'y': 212}, {'x': 448, 'y': 213}, {'x': 447, 'y': 214}, {'x': 446, 'y': 215}, {'x': 446, 'y': 216}, {'x': 443, 'y': 218}, {'x': 440, 'y': 220}, {'x': 437, 'y': 222}, {'x': 434, 'y': 222}, {'x': 433, 'y': 223}, {'x': 433, 'y': 223}, {'x': 433, 'y': 224}, {'x': 433, 'y': 225}, {'x': 433, 'y': 227}, {'x': 432, 'y': 231}, {'x': 431, 'y': 236}, {'x': 430, 'y': 241}, {'x': 427, 'y': 248}, {'x': 424, 'y': 257}, {'x': 421, 'y': 265}, {'x': 417, 'y': 271}, {'x': 415, 'y': 276}, {'x': 414, 'y': 279}, {'x': 414, 'y': 280}]",1cZ65,1cZ65
6211,1,1,6,0,"[{'x': 402, 'y': 219}, {'x': 402, 'y': 223}, {'x': 401, 'y': 231}, {'x': 400, 'y': 238}, {'x': 398, 'y': 245}, {'x': 397, 'y': 252}, {'x': 396, 'y': 258}, {'x': 396, 'y': 262}, {'x': 395, 'y': 265}, {'x': 395, 'y': 267}, {'x': 395, 'y': 269}, {'x': 395, 'y': 272}, {'x': 395, 'y': 274}, {'x': 395, 'y': 275}]",1PSVK,1PSVK
8300,0,1,13,0,"[{'x': 395, 'y': 274}, {'x': 396, 'y': 271}, {'x': 396, 'y': 269}, {'x': 398, 'y': 266}, {'x': 399, 'y': 264}, {'x': 400, 'y': 260}, {'x': 401, 'y': 257}, {'x': 402, 'y': 255}, {'x': 402, 'y': 251}, {'x': 403, 'y': 248}, {'x': 404, 'y': 245}, {'x': 404, 'y': 241}, {'x': 404, 'y': 239}, {'x': 404, 'y': 237}, {'x': 404, 'y': 236}, {'x': 404, 'y': 236}, {'x': 404, 'y': 237}, {'x': 406, 'y': 244}, {'x': 411, 'y': 258}, {'x': 415, 'y': 269}, {'x': 415, 'y': 275}, {'x': 415, 'y': 277}, {'x': 415, 'y': 279}, {'x': 415, 'y': 281}, {'x': 414, 'y': 283}, {'x': 414, 'y': 283}]",2IyAH,2IYAH
10024,0,1,8,0,"[{'x': 425, 'y': 216}, {'x': 424, 'y': 216}, {'x': 424, 'y': 216}, {'x': 424, 'y': 217}, {'x': 423, 'y': 217}, {'x': 423, 'y': 218}, {'x': 422, 'y': 220}, {'x': 421, 'y': 221}, {'x': 420, 'y': 224}, {'x': 418, 'y': 227}, {'x': 417, 'y': 230}, {'x': 416, 'y': 234}, {'x': 416, 'y': 236}, {'x': 415, 'y': 237}, {'x': 415, 'y': 237}, {'x': 413, 'y': 238}, {'x': 407, 'y': 239}, {'x': 402, 'y': 241}, {'x': 400, 'y': 241}, {'x': 400, 'y': 242}, {'x': 400, 'y': 242}, {'x': 400, 'y': 246}, {'x': 402, 'y': 253}, {'x': 404, 'y': 261}, {'x': 405, 'y': 268}, {'x': 403, 'y': 272}, {'x': 400, 'y': 276}, {'x': 398, 'y': 281}, {'x': 397, 'y': 285}, {'x': 397, 'y': 285}]",3Jb6U,3JbGU
28500,0,2,13,0,"[{'x': 397, 'y': 285}, {'x': 397, 'y': 285}, {'x': 397, 'y': 282}, {'x': 397, 'y': 278}, {'x': 397, 'y': 274}, {'x': 396, 'y': 268}, {'x': 394, 'y': 261}, {'x': 391, 'y': 252}, {'x': 389, 'y': 244}, {'x': 388, 'y': 237}, {'x': 387, 'y': 232}, {'x': 387, 'y': 226}, {'x': 387, 'y': 219}, {'x': 387, 'y': 215}, {'x': 388, 'y': 214}, {'x': 389, 'y': 212}, {'x': 389, 'y': 211}, {'x': 389, 'y': 209}, {'x': 390, 'y': 208}, {'x': 390, 'y': 208}, {'x': 391, 'y': 208}, {'x': 393, 'y': 211}, {'x': 401, 'y': 218}, {'x': 415, 'y': 229}, {'x': 433, 'y': 241}, {'x': 452, 'y': 250}, {'x': 467, 'y': 256}, {'x': 480, 'y': 258}, {'x': 492, 'y': 259}, {'x': 502, 'y': 259}, {'x': 513, 'y': 258}, {'x': 522, 'y': 256}, {'x': 529, 'y': 255}, {'x': 533, 'y': 254}, {'x': 535, 'y': 253}, {'x': 535, 'y': 253}, {'x': 536, 'y': 253}, {'x': 536, 'y': 251}, {'x': 535, 'y': 250}, {'x': 535, 'y': 249}, {'x': 533, 'y': 247}, {'x': 531, 'y': 245}, {'x': 526, 'y': 242}, {'x': 519, 'y': 239}, {'x': 509, 'y': 235}, {'x': 499, 'y': 231}, {'x': 485, 'y': 226}, {'x': 470, 'y': 220}, {'x': 455, 'y': 216}, {'x': 440, 'y': 211}, {'x': 426, 'y': 207}, {'x': 416, 'y': 204}, {'x': 407, 'y': 200}, {'x': 400, 'y': 197}, {'x': 394, 'y': 194}, {'x': 392, 'y': 192}, {'x': 391, 'y': 191}, {'x': 390, 'y': 191}, {'x': 390, 'y': 192}, {'x': 390, 'y': 192}, {'x': 391, 'y': 192}, {'x': 391, 'y': 192}, {'x': 391, 'y': 191}, {'x': 391, 'y': 191}, {'x': 392, 'y': 190}, {'x': 392, 'y': 189}, {'x': 393, 'y': 189}, {'x': 393, 'y': 189}, {'x': 393, 'y': 188}, {'x': 393, 'y': 187}, {'x': 393, 'y': 187}, {'x': 394, 'y': 187}, {'x': 394, 'y': 186}, {'x': 394, 'y': 186}, {'x': 395, 'y': 186}, {'x': 401, 'y': 186}, {'x': 412, 'y': 186}, {'x': 429, 'y': 188}, {'x': 452, 'y': 190}, {'x': 479, 'y': 193}, {'x': 508, 'y': 195}, {'x': 536, 'y': 196}, {'x': 561, 'y': 198}, {'x': 589, 'y': 201}, {'x': 613, 'y': 206}, {'x': 626, 'y': 210}, {'x': 632, 'y': 213}, {'x': 634, 'y': 215}, {'x': 635, 'y': 217}, {'x': 635, 'y': 220}, {'x': 635, 'y': 222}, {'x': 635, 'y': 226}, {'x': 634, 'y': 229}, {'x': 633, 'y': 234}, {'x': 631, 'y': 240}, {'x': 629, 'y': 246}, {'x': 625, 'y': 255}, {'x': 623, 'y': 265}, {'x': 620, 'y': 274}, {'x': 618, 'y': 277}, {'x': 618, 'y': 277}, {'x': 617, 'y': 275}, {'x': 616, 'y': 271}, {'x': 615, 'y': 269}, {'x': 615, 'y': 266}, {'x': 614, 'y': 264}, {'x': 614, 'y': 263}, {'x': 614, 'y': 262}, {'x': 613, 'y': 262}, {'x': 613, 'y': 261}, {'x': 608, 'y': 258}, {'x': 600, 'y': 255}, {'x': 585, 'y': 250}, {'x': 564, 'y': 242}, {'x': 540, 'y': 233}, {'x': 515, 'y': 226}, {'x': 492, 'y': 222}, {'x': 475, 'y': 220}, {'x': 460, 'y': 219}, {'x': 450, 'y': 218}, {'x': 444, 'y': 218}, {'x': 442, 'y': 217}, {'x': 442, 'y': 217}, {'x': 442, 'y': 216}, {'x': 442, 'y': 216}, {'x': 442, 'y': 214}, {'x': 442, 'y': 211}, {'x': 441, 'y': 208}, {'x': 440, 'y': 205}, {'x': 440, 'y': 205}, {'x': 439, 'y': 205}, {'x': 439, 'y': 205}, {'x': 435, 'y': 210}, {'x': 432, 'y': 217}, {'x': 432, 'y': 224}, {'x': 433, 'y': 229}, {'x': 435, 'y': 235}, {'x': 436, 'y': 238}, {'x': 436, 'y': 242}, {'x': 435, 'y': 243}, {'x': 435, 'y': 244}, {'x': 435, 'y': 245}, {'x': 435, 'y': 250}, {'x': 435, 'y': 256}, {'x': 435, 'y': 258}]",3Jb6U,3JbGU
7149,1,1,6,0,"[{'x': 585, 'y': 235}, {'x': 576, 'y': 233}, {'x': 562, 'y': 230}, {'x': 539, 'y': 224}, {'x': 537, 'y': 223}, {'x': 485, 'y': 212}, {'x': 456, 'y': 206}, {'x': 430, 'y': 203}, {'x': 411, 'y': 202}, {'x': 399, 'y': 202}, {'x': 392, 'y': 201}, {'x': 389, 'y': 201}, {'x': 389, 'y': 201}, {'x': 389, 'y': 201}, {'x': 387, 'y': 203}, {'x': 386, 'y': 204}, {'x': 386, 'y': 204}, {'x': 385, 'y': 204}, {'x': 385, 'y': 205}, {'x': 385, 'y': 205}, {'x': 384, 'y': 206}, {'x': 384, 'y': 206}, {'x': 384, 'y': 210}, {'x': 382, 'y': 212}, {'x': 382, 'y': 213}, {'x': 381, 'y': 213}, {'x': 381, 'y': 214}, {'x': 382, 'y': 219}, {'x': 384, 'y': 228}, {'x': 386, 'y': 243}, {'x': 388, 'y': 256}, {'x': 389, 'y': 265}, {'x': 389, 'y': 273}, {'x': 391, 'y': 279}, {'x': 392, 'y': 284}, {'x': 394, 'y': 290}, {'x': 396, 'y': 298}, {'x': 398, 'y': 304}, {'x': 400, 'y': 303}, {'x': 403, 'y': 298}, {'x': 406, 'y': 294}, {'x': 408, 'y': 290}, {'x': 409, 'y': 288}, {'x': 409, 'y': 287}]",11nW8,11nW8
7404,1,1,6,0,"[{'x': 478, 'y': 209}, {'x': 477, 'y': 210}, {'x': 477, 'y': 210}, {'x': 476, 'y': 214}, {'x': 473, 'y': 219}, {'x': 468, 'y': 224}, {'x': 462, 'y': 228}, {'x': 458, 'y': 230}, {'x': 453, 'y': 232}, {'x': 447, 'y': 234}, {'x': 441, 'y': 237}, {'x': 437, 'y': 238}, {'x': 437, 'y': 238}, {'x': 437, 'y': 238}, {'x': 437, 'y': 238}, {'x': 438, 'y': 237}, {'x': 439, 'y': 236}, {'x': 440, 'y': 234}, {'x': 441, 'y': 232}, {'x': 442, 'y': 231}, {'x': 442, 'y': 231}, {'x': 442, 'y': 232}, {'x': 441, 'y': 236}, {'x': 439, 'y': 241}, {'x': 437, 'y': 246}, {'x': 436, 'y': 251}, {'x': 435, 'y': 255}, {'x': 433, 'y': 262}, {'x': 430, 'y': 269}, {'x': 429, 'y': 277}, {'x': 427, 'y': 281}, {'x': 427, 'y': 281}]",4x6We,4x6We
10843,1,1,35,1,"[{'x': 421, 'y': 206}, {'x': 421, 'y': 206}, {'x': 421, 'y': 208}, {'x': 421, 'y': 209}, {'x': 420, 'y': 210}, {'x': 420, 'y': 210}, {'x': 419, 'y': 212}, {'x': 418, 'y': 214}, {'x': 417, 'y': 216}, {'x': 417, 'y': 218}, {'x': 416, 'y': 219}, {'x': 416, 'y': 220}, {'x': 416, 'y': 220}, {'x': 415, 'y': 221}, {'x': 415, 'y': 222}, {'x': 415, 'y': 222}, {'x': 414, 'y': 222}, {'x': 414, 'y': 223}, {'x': 414, 'y': 225}, {'x': 413, 'y': 230}, {'x': 412, 'y': 236}, {'x': 412, 'y': 242}, {'x': 410, 'y': 245}, {'x': 410, 'y': 248}, {'x': 408, 'y': 250}, {'x': 406, 'y': 252}, {'x': 405, 'y': 254}, {'x': 404, 'y': 256}, {'x': 403, 'y': 258}, {'x': 402, 'y': 261}, {'x': 402, 'y': 262}, {'x': 402, 'y': 263}, {'x': 401, 'y': 264}, {'x': 400, 'y': 267}, {'x': 398, 'y': 272}, {'x': 397, 'y': 276}, {'x': 396, 'y': 280}, {'x': 395, 'y': 281}, {'x': 395, 'y': 282}, {'x': 394, 'y': 283}]",2CXIE,2CXIE
7984,1,1,5,0,"[{'x': 392, 'y': 230}, {'x': 392, 'y': 229}, {'x': 392, 'y': 227}, {'x': 392, 'y': 226}, {'x': 392, 'y': 225}, {'x': 392, 'y': 223}, {'x': 392, 'y': 221}, {'x': 392, 'y': 220}, {'x': 392, 'y': 219}, {'x': 392, 'y': 217}, {'x': 392, 'y': 216}, {'x': 392, 'y': 216}, {'x': 392, 'y': 216}, {'x': 391, 'y': 217}, {'x': 391, 'y': 218}, {'x': 390, 'y': 219}, {'x': 390, 'y': 219}, {'x': 390, 'y': 219}, {'x': 390, 'y': 220}, {'x': 390, 'y': 222}, {'x': 390, 'y': 225}, {'x': 390, 'y': 228}, {'x': 389, 'y': 232}, {'x': 389, 'y': 237}, {'x': 389, 'y': 244}, {'x': 390, 'y': 251}, {'x': 391, 'y': 255}, {'x': 391, 'y': 257}, {'x': 391, 'y': 258}, {'x': 390, 'y': 260}, {'x': 389, 'y': 264}, {'x': 388, 'y': 268}, {'x': 387, 'y': 270}, {'x': 386, 'y': 273}, {'x': 385, 'y': 275}, {'x': 384, 'y': 276}, {'x': 384, 'y': 277}, {'x': 383, 'y': 279}, {'x': 381, 'y': 282}, {'x': 379, 'y': 283}, {'x': 378, 'y': 284}]",17u3r,17u3r
8777,1,1,6,0,"[{'x': 378, 'y': 283}, {'x': 379, 'y': 282}, {'x': 382, 'y': 275}, {'x': 384, 'y': 266}, {'x': 385, 'y': 259}, {'x': 385, 'y': 255}, {'x': 384, 'y': 249}, {'x': 384, 'y': 244}, {'x': 384, 'y': 239}, {'x': 385, 'y': 234}, {'x': 385, 'y': 231}, {'x': 386, 'y': 229}, {'x': 386, 'y': 228}, {'x': 386, 'y': 227}, {'x': 386, 'y': 226}, {'x': 386, 'y': 226}, {'x': 387, 'y': 226}, {'x': 388, 'y': 229}, {'x': 391, 'y': 237}, {'x': 394, 'y': 245}, {'x': 397, 'y': 252}, {'x': 399, 'y': 258}, {'x': 400, 'y': 263}, {'x': 401, 'y': 267}, {'x': 401, 'y': 269}, {'x': 401, 'y': 270}, {'x': 402, 'y': 270}, {'x': 402, 'y': 272}]",17AGm,17AGm
6277,0,1,8,0,"[{'x': 385, 'y': 218}, {'x': 385, 'y': 219}, {'x': 385, 'y': 219}, {'x': 385, 'y': 220}, {'x': 384, 'y': 220}, {'x': 384, 'y': 221}, {'x': 384, 'y': 222}, {'x': 383, 'y': 223}, {'x': 383, 'y': 223}, {'x': 383, 'y': 223}, {'x': 383, 'y': 224}, {'x': 383, 'y': 224}, {'x': 382, 'y': 224}, {'x': 382, 'y': 226}, {'x': 380, 'y': 231}, {'x': 380, 'y': 238}, {'x': 380, 'y': 247}, {'x': 382, 'y': 256}, {'x': 382, 'y': 267}, {'x': 382, 'y': 276}, {'x': 382, 'y': 284}, {'x': 381, 'y': 288}, {'x': 381, 'y': 290}, {'x': 381, 'y': 290}]",4Mtag,4MLag
11057,1,2,90,0,"[{'x': 381, 'y': 290}, {'x': 381, 'y': 289}, {'x': 383, 'y': 288}, {'x': 384, 'y': 285}, {'x': 386, 'y': 282}, {'x': 389, 'y': 279}, {'x': 392, 'y': 274}, {'x': 396, 'y': 270}, {'x': 400, 'y': 266}, {'x': 401, 'y': 263}, {'x': 403, 'y': 261}, {'x': 404, 'y': 258}, {'x': 406, 'y': 255}, {'x': 408, 'y': 252}, {'x': 411, 'y': 247}, {'x': 415, 'y': 241}, {'x': 419, 'y': 236}, {'x': 421, 'y': 232}, {'x': 422, 'y': 228}, {'x': 423, 'y': 226}, {'x': 425, 'y': 223}, {'x': 426, 'y': 219}, {'x': 427, 'y': 217}, {'x': 428, 'y': 215}, {'x': 429, 'y': 212}, {'x': 429, 'y': 211}, {'x': 430, 'y': 210}, {'x': 431, 'y': 210}, {'x': 431, 'y': 209}, {'x': 431, 'y': 208}, {'x': 431, 'y': 208}, {'x': 432, 'y': 207}, {'x': 432, 'y': 206}, {'x': 432, 'y': 206}, {'x': 433, 'y': 205}, {'x': 434, 'y': 205}, {'x': 435, 'y': 204}, {'x': 436, 'y': 202}, {'x': 437, 'y': 201}, {'x': 438, 'y': 200}, {'x': 439, 'y': 200}, {'x': 441, 'y': 199}, {'x': 442, 'y': 198}, {'x': 442, 'y': 198}, {'x': 443, 'y': 197}, {'x': 442, 'y': 197}, {'x': 441, 'y': 197}, {'x': 437, 'y': 198}, {'x': 436, 'y': 199}, {'x': 435, 'y': 203}, {'x': 435, 'y': 211}, {'x': 435, 'y': 222}, {'x': 436, 'y': 231}, {'x': 436, 'y': 237}, {'x': 435, 'y': 242}, {'x': 434, 'y': 244}, {'x': 434, 'y': 244}, {'x': 434, 'y': 245}, {'x': 433, 'y': 246}, {'x': 432, 'y': 248}, {'x': 432, 'y': 249}]",4Mtag,4Mtag
7172,1,1,8,0,"[{'x': 398, 'y': 210}, {'x': 398, 'y': 209}, {'x': 398, 'y': 210}, {'x': 399, 'y': 211}, {'x': 400, 'y': 215}, {'x': 400, 'y': 218}, {'x': 400, 'y': 220}, {'x': 400, 'y': 222}, {'x': 400, 'y': 223}, {'x': 400, 'y': 224}, {'x': 400, 'y': 224}, {'x': 400, 'y': 225}, {'x': 400, 'y': 226}, {'x': 400, 'y': 232}, {'x': 400, 'y': 243}, {'x': 400, 'y': 254}, {'x': 400, 'y': 266}, {'x': 400, 'y': 273}, {'x': 400, 'y': 278}, {'x': 402, 'y': 284}, {'x': 403, 'y': 289}, {'x': 403, 'y': 292}, {'x': 403, 'y': 293}, {'x': 404, 'y': 293}]",2YPnj,2YPnj
7917,1,1,11,0,"[{'x': 404, 'y': 199}, {'x': 404, 'y': 200}, {'x': 404, 'y': 200}, {'x': 404, 'y': 201}, {'x': 402, 'y': 203}, {'x': 401, 'y': 205}, {'x': 400, 'y': 208}, {'x': 399, 'y': 212}, {'x': 397, 'y': 215}, {'x': 395, 'y': 219}, {'x': 394, 'y': 222}, {'x': 393, 'y': 223}, {'x': 393, 'y': 224}, {'x': 393, 'y': 224}, {'x': 393, 'y': 229}, {'x': 393, 'y': 241}, {'x': 392, 'y': 253}, {'x': 390, 'y': 261}, {'x': 389, 'y': 265}, {'x': 389, 'y': 268}, {'x': 389, 'y': 270}, {'x': 389, 'y': 274}, {'x': 390, 'y': 277}, {'x': 391, 'y': 279}, {'x': 391, 'y': 280}, {'x': 390, 'y': 280}, {'x': 390, 'y': 281}]",58Pij,58Pij
10010,0,1,7,0,"[{'x': 390, 'y': 280}, {'x': 389, 'y': 276}, {'x': 389, 'y': 269}, {'x': 388, 'y': 259}, {'x': 387, 'y': 251}, {'x': 387, 'y': 245}, {'x': 386, 'y': 240}, {'x': 386, 'y': 237}, {'x': 386, 'y': 237}, {'x': 386, 'y': 235}, {'x': 386, 'y': 235}, {'x': 386, 'y': 235}, {'x': 386, 'y': 236}, {'x': 385, 'y': 238}, {'x': 385, 'y': 240}, {'x': 384, 'y': 243}, {'x': 384, 'y': 251}, {'x': 383, 'y': 258}, {'x': 383, 'y': 265}, {'x': 383, 'y': 268}, {'x': 383, 'y': 269}, {'x': 383, 'y': 270}, {'x': 383, 'y': 272}, {'x': 383, 'y': 274}, {'x': 383, 'y': 275}, {'x': 383, 'y': 276}, {'x': 383, 'y': 277}, {'x': 383, 'y': 277}]",48xlA,48xIA
6613,0,2,7,0,"[{'x': 383, 'y': 277}, {'x': 384, 'y': 273}, {'x': 386, 'y': 267}, {'x': 387, 'y': 259}, {'x': 388, 'y': 250}, {'x': 388, 'y': 242}, {'x': 390, 'y': 233}, {'x': 392, 'y': 226}, {'x': 395, 'y': 221}, {'x': 397, 'y': 219}, {'x': 397, 'y': 218}, {'x': 398, 'y': 217}, {'x': 398, 'y': 217}, {'x': 399, 'y': 216}, {'x': 399, 'y': 215}, {'x': 400, 'y': 214}, {'x': 402, 'y': 212}, {'x': 402, 'y': 210}, {'x': 403, 'y': 210}, {'x': 404, 'y': 210}, {'x': 404, 'y': 209}, {'x': 405, 'y': 208}, {'x': 405, 'y': 208}, {'x': 406, 'y': 207}, {'x': 406, 'y': 207}, {'x': 407, 'y': 207}, {'x': 407, 'y': 206}, {'x': 407, 'y': 206}, {'x': 408, 'y': 205}, {'x': 409, 'y': 205}, {'x': 410, 'y': 204}, {'x': 410, 'y': 203}, {'x': 411, 'y': 202}, {'x': 412, 'y': 201}, {'x': 413, 'y': 200}, {'x': 413, 'y': 200}, {'x': 414, 'y': 200}, {'x': 415, 'y': 200}, {'x': 415, 'y': 200}, {'x': 415, 'y': 199}, {'x': 415, 'y': 200}, {'x': 417, 'y': 204}, {'x': 421, 'y': 212}, {'x': 425, 'y': 222}, {'x': 429, 'y': 233}, {'x': 431, 'y': 241}, {'x': 431, 'y': 245}, {'x': 431, 'y': 246}]",48xlA,48xIA
4870,1,1,7,1,"[{'x': 600, 'y': 249}, {'x': 599, 'y': 249}, {'x': 594, 'y': 247}, {'x': 586, 'y': 243}, {'x': 574, 'y': 238}, {'x': 560, 'y': 235}, {'x': 543, 'y': 231}, {'x': 525, 'y': 227}, {'x': 507, 'y': 226}, {'x': 489, 'y': 225}, {'x': 470, 'y': 224}, {'x': 455, 'y': 224}, {'x': 440, 'y': 224}, {'x': 427, 'y': 224}, {'x': 420, 'y': 223}, {'x': 415, 'y': 223}, {'x': 414, 'y': 223}, {'x': 413, 'y': 222}, {'x': 406, 'y': 226}, {'x': 401, 'y': 230}, {'x': 399, 'y': 233}, {'x': 397, 'y': 241}, {'x': 395, 'y': 253}, {'x': 396, 'y': 269}, {'x': 397, 'y': 281}, {'x': 397, 'y': 290}, {'x': 397, 'y': 296}, {'x': 397, 'y': 299}, {'x': 397, 'y': 300}]",45ytc,45ytc
10476,0,1,8,0,"[{'x': 397, 'y': 206}, {'x': 397, 'y': 207}, {'x': 397, 'y': 208}, {'x': 397, 'y': 210}, {'x': 397, 'y': 211}, {'x': 397, 'y': 213}, {'x': 397, 'y': 215}, {'x': 396, 'y': 216}, {'x': 396, 'y': 217}, {'x': 395, 'y': 217}, {'x': 395, 'y': 218}, {'x': 390, 'y': 224}, {'x': 384, 'y': 233}, {'x': 377, 'y': 242}, {'x': 371, 'y': 249}, {'x': 366, 'y': 255}, {'x': 364, 'y': 260}, {'x': 362, 'y': 267}, {'x': 361, 'y': 274}, {'x': 360, 'y': 279}, {'x': 359, 'y': 284}, {'x': 359, 'y': 285}, {'x': 359, 'y': 285}]",1vwIN,1VwIN
4955,1,1,6,0,"[{'x': 400, 'y': 227}, {'x': 400, 'y': 226}, {'x': 400, 'y': 226}, {'x': 400, 'y': 226}, {'x': 400, 'y': 225}, {'x': 399, 'y': 225}, {'x': 399, 'y': 224}, {'x': 399, 'y': 224}, {'x': 398, 'y': 223}, {'x': 398, 'y': 223}, {'x': 397, 'y': 222}, {'x': 396, 'y': 222}, {'x': 396, 'y': 221}, {'x': 395, 'y': 221}, {'x': 395, 'y': 222}, {'x': 394, 'y': 222}, {'x': 394, 'y': 225}, {'x': 393, 'y': 226}, {'x': 391, 'y': 227}, {'x': 390, 'y': 228}, {'x': 389, 'y': 229}, {'x': 389, 'y': 230}, {'x': 389, 'y': 230}, {'x': 389, 'y': 230}, {'x': 390, 'y': 231}, {'x': 395, 'y': 232}, {'x': 402, 'y': 241}, {'x': 403, 'y': 251}, {'x': 400, 'y': 260}, {'x': 394, 'y': 266}, {'x': 392, 'y': 272}, {'x': 389, 'y': 279}, {'x': 384, 'y': 285}, {'x': 382, 'y': 289}]",3jBQR,3jBQR
